给我播放一首city系列	music	MUSIC_GENERAL_PLAY	给我播放一首<MUSIC_TAG>city</MUSIC_TAG>系列
来一首冰雨	music	MUSIC_GENERAL_PLAY	来一首<MUSIC_NAME>冰雨</MUSIC_NAME>
小白小苹果	music	MUSIC_GENERAL_PLAY	<SINGER>小白</SINGER><MUSIC_NAME>小苹果</MUSIC_NAME>
宇桐非擦肩而过	music	MUSIC_GENERAL_PLAY	<SINGER>宇桐非</SINGER><MUSIC_NAME>擦肩而过</MUSIC_NAME>
许巍许巍的歌	music	MUSIC_GENERAL_PLAY	<SINGER>许巍</SINGER>的歌
紫色激情	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>紫色激情</MUSIC_NAME>
我要听朱德的故事	fm	FM_AUDIOBOOK_PLAY	我要听<AUDIOBOOK_PROGRAM>朱德的故事</AUDIOBOOK_PROGRAM>
放神话	video	VIDEO_PLAY	放<VIDEO_NAME>神话</VIDEO_NAME>
久久空白	music	MUSIC_GENERAL_PLAY	<SINGER>久久</SINGER><MUSIC_NAME>空白</MUSIC_NAME>
位置有病了	chat		
播放排行榜音乐	music	MUSIC_HOTBOARD_PLAY	
想听听	chat		
伸出你的手	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>伸出你的手</MUSIC_NAME>
滚蛋吧什么都找不到	chat		
你想喝农夫山泉吗	chat		
李哈哈的歌	music	MUSIC_GENERAL_PLAY	<SINGER>李哈哈</SINGER>的歌
我想王维的鸟鸣涧	fm	FM_AUDIOBOOK_PLAY	我想<ARTIST>王维</ARTIST>的<AUDIOBOOK_ALBUM>鸟鸣涧</AUDIOBOOK_ALBUM>
播放欧美舞曲	music	MUSIC_GENERAL_PLAY	播放<MUSIC_TAG>欧美舞曲</MUSIC_TAG>
播放黄清溪谷	fm	FM_AUDIOBOOK_PLAY	播放<AUDIOBOOK_PROGRAM>方卿戏姑</AUDIOBOOK_PROGRAM>
请播放歌曲猛如海	music	MUSIC_GENERAL_PLAY	请播放歌曲<MUSIC_NAME>猛如海</MUSIC_NAME>
一首风一样自由	music	MUSIC_GENERAL_PLAY	一首<MUSIC_NAME>风一样自由</MUSIC_NAME>
唱儿歌谢谢你	music	MUSIC_GENERAL_PLAY	唱<MUSIC_TAG>儿歌</MUSIC_TAG><MUSIC_NAME>谢谢你</MUSIC_NAME>
刘建东我想你	music	MUSIC_GENERAL_PLAY	<SINGER>刘建东</SINGER><MUSIC_NAME>我想你</MUSIC_NAME>
云朵刀郎歌曲	music	MUSIC_GENERAL_PLAY	<SINGER>云朵</SINGER><SINGER>刀郎</SINGER>歌曲
异想记	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>异想记</MUSIC_NAME>
爱我中华听爱我中华	music	MUSIC_GENERAL_PLAY	听<MUSIC_NAME>爱我中华</MUSIC_NAME>
哎唱一首平凡	music	MUSIC_GENERAL_PLAY	哎唱一首<MUSIC_NAME>平凡</MUSIC_NAME>
谈判官	video	VIDEO_PLAY	<VIDEO_NAME>谈判官</VIDEO_NAME>
放一首你是我的眼	music	MUSIC_GENERAL_PLAY	放一首<MUSIC_NAME>你是我的眼</MUSIC_NAME>
我要你接到	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>我要你知道</MUSIC_NAME>
播放起床的歌	music	MUSIC_GENERAL_PLAY	播放<MUSIC_TAG>起床的歌</MUSIC_TAG>
来一首梦驼铃	music	MUSIC_GENERAL_PLAY	来一首<MUSIC_NAME>梦驼铃</MUSIC_NAME>
东来东往的歌	music	MUSIC_GENERAL_PLAY	<SINGER>东来东往</SINGER>的歌
移植	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>移植</MUSIC_NAME>
心经大悲咒	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>心经大悲咒</MUSIC_NAME>
给我听歌识别	music	MUSIC_QUERY_SONG_NAME	
我想听红旗飘飘	music	MUSIC_GENERAL_PLAY	我想听<MUSIC_NAME>红旗飘飘</MUSIC_NAME>
儿歌叫	music	MUSIC_GENERAL_PLAY	<MUSIC_TAG>儿歌</MUSIC_TAG><MUSIC_NAME>叫</MUSIC_NAME>
打开微鼓诗贝登幽州台歌	fm	FM_AUDIOBOOK_PLAY	打开微鼓诗贝<AUDIOBOOK_ALBUM>登幽州台歌</AUDIOBOOK_ALBUM>
播放歌曲兰花花	music	MUSIC_GENERAL_PLAY	播放歌曲<MUSIC_NAME>兰花花</MUSIC_NAME>
唱火辣辣的情歌	music	MUSIC_GENERAL_PLAY	唱<MUSIC_NAME>火辣辣的情歌</MUSIC_NAME>
换袁娅维的说散就散	music	MUSIC_GENERAL_PLAY	换<SINGER>袁娅维</SINGER>的<MUSIC_NAME>说散就散</MUSIC_NAME>
给我放一首唱回家	music	MUSIC_GENERAL_PLAY	给我放一首唱<MUSIC_NAME>回家</MUSIC_NAME>
风月	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>风月</MUSIC_NAME>
大自然音乐	music	MUSIC_GENERAL_PLAY	
兔子跳跳跳	music	MUSIC_GENERAL_PLAY	
心术	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>心术</MUSIC_NAME>
你好棒棒	chat		
我两个老婆	music	MUSIC_GENERAL_PLAY	我<MUSIC_NAME>两个老婆</MUSIC_NAME>
给我唱一首变形金刚	music	MUSIC_GENERAL_PLAY	给我唱一首<ALBUM_NAME>变形金刚</ALBUM_NAME>
我要听卫兰的歌	music	MUSIC_GENERAL_PLAY	我要听<SINGER>卫兰</SINGER>的歌
唱一个葫芦娃的歌	music	MUSIC_GENERAL_PLAY	唱一个<MUSIC_NAME>葫芦娃</MUSIC_NAME>的歌
那你来超越	chat		
李玲玉采茶舞曲	music	MUSIC_GENERAL_PLAY	<SINGER>李玲玉</SINGER><MUSIC_NAME>采茶舞曲</MUSIC_NAME>
北方有佳人	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>北方有佳人</MUSIC_NAME>
手指歌	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>手指歌</MUSIC_NAME>
叫陈伟霆起床	chat		
那首歌哦	music	MUSIC_GENERAL_PLAY	
请播放窦英舞曲	music	MUSIC_GENERAL_PLAY	请播放<MUSIC_TAG>抖音舞曲</MUSIC_TAG>
放一首老歌	music	MUSIC_GENERAL_PLAY	放一首<MUSIC_NAME>老歌</MUSIC_NAME>
鲁鲁冰花	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>鲁冰花</MUSIC_NAME>
我想听前前前世	music	MUSIC_GENERAL_PLAY	我想听<MUSIC_NAME>前世</MUSIC_NAME>
播放打错了	chat		
out了	chat		
嗯在希望的田野上	music	MUSIC_GENERAL_PLAY	嗯<MUSIC_NAME>在希望的田野上</MUSIC_NAME>
播放个歌儿	music	MUSIC_GENERAL_PLAY	
欢乐的歌	music	MUSIC_GENERAL_PLAY	<MUSIC_TAG>欢乐</MUSIC_TAG>的歌
唱一首罗文的歌曲	music	MUSIC_GENERAL_PLAY	唱一首<SINGER>罗文</SINGER>的歌曲
美丽的烟火	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>美丽的烟火</MUSIC_NAME>
播放开心的歌	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>开心的歌</MUSIC_NAME>
看天上映哦	chat		
调成流行播放风歌	music	MUSIC_GENERAL_PLAY	
唱铠甲勇士快照	music	MUSIC_GENERAL_PLAY	唱<MOVIE_TV_MUSIC_TYPE>铠甲勇士</MOVIE_TV_MUSIC_TYPE>快照
放一首如果没有他你还爱我吗	music	MUSIC_GENERAL_PLAY	放一首<MUSIC_NAME>如果没有他你还爱我吗</MUSIC_NAME>
嗯换一首歌来听	general_command	NextIntent	
我要听tfboy	music	MUSIC_GENERAL_PLAY	我要听<SINGER>tfboy</SINGER>
换一个东西	music		换一个<MUSIC_NAME>东西</MUSIC_NAME>
网络有点问题	chat		
打开电池	home_command	TurnOn	打开<friendlyname>电池</friendlyname>
放个快节奏的音乐	music	MUSIC_GENERAL_PLAY	
小百货	chat		
葫芦娃葫芦娃	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>葫芦娃</MUSIC_NAME>葫芦娃
英文歌手指歌	music	MUSIC_GENERAL_PLAY	<MUSIC_TAG>英文</MUSIC_TAG>歌<MUSIC_NAME>手指歌</MUSIC_NAME>
本来文王操	chat		
播放播放雪猫叫	music	MUSIC_GENERAL_PLAY	播放播放<MUSIC_NAME>学猫叫</MUSIC_NAME>
播放我有一个家	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>我有一个家</MUSIC_NAME>
关牧村的歌儿	music	MUSIC_GENERAL_PLAY	<SINGER>关牧村</SINGER>的歌儿
播放cometome	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>cometome</MUSIC_NAME>
打开听听	home_command	TurnOn	
唱小曲	fm	FM_AUDIOBOOK_PLAY	唱<AUDIOBOOK_PROGRAM>小曲</AUDIOBOOK_PROGRAM>
外婆的澎湖湾哦去吧	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>外婆的澎湖湾</MUSIC_NAME>哦去吧
张杰末班车换一首	music	MUSIC_GENERAL_PLAY	<SINGER>张杰</SINGER><MUSIC_NAME>末班车</MUSIC_NAME>换一首
叶露露我的将军啊	music	MUSIC_GENERAL_PLAY	<SINGER>叶洛洛</SINGER><MUSIC_NAME>我的将军啊</MUSIC_NAME>
唱一个李志钢琴曲	music	MUSIC_GENERAL_PLAY	唱一个<MUSIC_TAG>励志钢琴曲</MUSIC_TAG>
放催眠歌	music	MUSIC_GENERAL_PLAY	放<MUSIC_TAG>催眠</MUSIC_TAG>歌
唐僧骑马那个的	music	MUSIC_GENERAL_PLAY	
梅花鹿叫	chat		
播放米线的歌	music	MUSIC_GENERAL_PLAY	播放<SINGER>米线</SINGER>的歌
嗯唱一个小邋遢	music	MUSIC_GENERAL_PLAY	嗯唱一个<MUSIC_NAME>小邋遢</MUSIC_NAME>
播放网络流行歌曲	music	MUSIC_HOTBOARD_PLAY	播放<ALBUM_NAME>网络流行歌曲</ALBUM_NAME>
打开和讯财经我要听股票	stock		
我想看鱼	chat		
放一首江山无限	music	MUSIC_GENERAL_PLAY	放一首<MUSIC_NAME>江山无限</MUSIC_NAME>
要爆炸了	chat		
播放董音的歌曲	music	MUSIC_GENERAL_PLAY	播放<MUSIC_TAG>抖音</MUSIC_TAG>的歌曲
薛之谦那是你离开了北京的生活	music	MUSIC_GENERAL_PLAY	<SINGER>薛之谦</SINGER><MUSIC_NAME>那是你离开了北京的生活</MUSIC_NAME>
抹去泪水这首歌	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>抹去泪水</MUSIC_NAME>这首歌
你俩走了吗	chat		
放凤凰传奇的歌曲	music	MUSIC_GENERAL_PLAY	放<SINGER>凤凰传奇</SINGER>的歌曲
轱辘轱辘转	chat		
放一首客官不可以	music	MUSIC_GENERAL_PLAY	放一首<MUSIC_NAME>客官不可以</MUSIC_NAME>
播放一个	home_command	Play	
歌曲时光第二	music	MUSIC_GENERAL_PLAY	歌曲<MUSIC_NAME>时光</MUSIC_NAME>
甄嬛传的士结	video	VIDEO_PLAY	<VIDEO_NAME>甄嬛传</VIDEO_NAME>的士结
现在音乐大全	music	MUSIC_GENERAL_PLAY	现在<ALBUM_NAME>音乐大全</ALBUM_NAME>
古筝小小竹排	music	MUSIC_GENERAL_PLAY	<MUSIC_TAG>古筝</MUSIC_TAG><MUSIC_NAME>小小竹排</MUSIC_NAME>
陈慧娴的千千厥歌	music	MUSIC_GENERAL_PLAY	<SINGER>陈慧娴</SINGER>的<MUSIC_NAME>千千厥歌</MUSIC_NAME>
播放大战僵尸	music	MUSIC_NEWBOARD_PLAY	播放<MUSIC_NAME>大战僵尸</MUSIC_NAME>
一个周尼秋	chat		
播放老歌	music	MUSIC_GENERAL_PLAY	
请你放一首黑猫警长	music	MUSIC_GENERAL_PLAY	请你放一首<MUSIC_NAME>黑猫警长</MUSIC_NAME>
唱下完这场雨	music	MUSIC_GENERAL_PLAY	唱<MUSIC_NAME>下完这场雨</MUSIC_NAME>
播放一个故事第五集一	fm	FM_AUDIOBOOK_PLAY	播放<AUDIOBOOK_ALBUM>一个故事</AUDIOBOOK_ALBUM><AUDIOBOOK_EPISODE_ID>第五集</AUDIOBOOK_EPISODE_ID>一
我家又不爱起床怎么办	chat		
我要听五个沧海	music	MUSIC_GENERAL_PLAY	我要听<MUSIC_NAME>五个沧海</MUSIC_NAME>
好小苹果	music	MUSIC_GENERAL_PLAY	好<MUSIC_NAME>小苹果</MUSIC_NAME>
给我礼金的	chat		
放一首单车	music	MUSIC_GENERAL_PLAY	放一首<MUSIC_NAME>单车</MUSIC_NAME>
留我想听刘惜君的遥远的歌重复播放	music	MUSIC_GENERAL_PLAY	留我想听<SINGER>刘惜君</SINGER>的<MUSIC_NAME>遥远的歌</MUSIC_NAME>重复播放
我想听做我的猫	music	MUSIC_GENERAL_PLAY	我想听<MUSIC_NAME>做我的猫</MUSIC_NAME>
讲一个故事聪明的一休	fm	FM_AUDIOBOOK_PLAY	讲一个<AUDIOBOOK_TYPE>故事</AUDIOBOOK_TYPE><AUDIOBOOK_PROGRAM>聪明的一休</AUDIOBOOK_PROGRAM>
我想听天下	music	MUSIC_GENERAL_PLAY	我想听<MUSIC_NAME>天下</MUSIC_NAME>
江美琪想起	music	MUSIC_GENERAL_PLAY	<SINGER>江美琪</SINGER><MUSIC_NAME>想起</MUSIC_NAME>
给能帮我放一首明日歌	music	MUSIC_GENERAL_PLAY	给能帮我放一首<MUSIC_NAME>明日歌</MUSIC_NAME>
哈哈你在哪里啊	music	MUSIC_GENERAL_PLAY	哈哈<MUSIC_NAME>你在哪里</MUSIC_NAME>啊
播放儿童歌曲英文的	music	MUSIC_GENERAL_PLAY	播放<MUSIC_TAG>儿童</MUSIC_TAG>歌曲<MUSIC_TAG>英文</MUSIC_TAG>的
无花	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>无花</MUSIC_NAME>
万马奔腾	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>万马奔腾</MUSIC_NAME>
播放梦中人	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>梦中人</MUSIC_NAME>
说云南话丁咚	chat		
播放周杰伦的青花瓷	music	MUSIC_GENERAL_PLAY	播放<SINGER>周杰伦</SINGER>的<MUSIC_NAME>青花瓷</MUSIC_NAME>
打你老了	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>当你老了</MUSIC_NAME>
播放雷军的areyouok	music	MUSIC_GENERAL_PLAY	播放<SINGER>雷军</SINGER>的<MUSIC_NAME>areyouok</MUSIC_NAME>
戴军	music	MUSIC_GENERAL_PLAY	<SINGER>戴军</SINGER>
找到什么找到那个吗	chat		
动力火车歌曲	music	MUSIC_GENERAL_PLAY	<SINGER>动力火车</SINGER>歌曲
别问我	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>别问我</MUSIC_NAME>
播放儿童歌曲豆豆龙	music	MUSIC_GENERAL_PLAY	播放<MUSIC_TAG>儿童</MUSIC_TAG>歌曲<MUSIC_NAME>豆豆龙</MUSIC_NAME>
播放不在家时五点	chat		
歌曲怀念战友	music	MUSIC_GENERAL_PLAY	歌曲<MUSIC_NAME>怀念战友</MUSIC_NAME>
播放火影忍者八	video	VIDEO_PLAY	播放<VIDEO_NAME>火影忍者八</VIDEO_NAME>
唱一首流行歌	music	MUSIC_GENERAL_PLAY	唱一首<MUSIC_TAG>流行</MUSIC_TAG>歌
老鹰那个	chat		
恐龙情歌	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>恐龙情歌</MUSIC_NAME>
那得多	chat		
我说云南	chat		
唱一首起床的歌	music	MUSIC_GENERAL_PLAY	唱一首<MOVIE_TV_MUSIC_TYPE>起床</MOVIE_TV_MUSIC_TYPE>的歌
小蓓蕾组合西风的话	music	MUSIC_GENERAL_PLAY	<SINGER>小蓓蕾组合</SINGER><MUSIC_NAME>西风的话</MUSIC_NAME>
要几点了	time	ASK_TIME	<-1>要几点了</-1>
唱首甜蜜蜜	music	MUSIC_GENERAL_PLAY	唱首<MUSIC_NAME>甜蜜蜜</MUSIC_NAME>
刘若英后来	music	MUSIC_GENERAL_PLAY	<SINGER>刘若英</SINGER><MUSIC_NAME>后来</MUSIC_NAME>
我想开我要唱一个兰	music	MUSIC_GENERAL_PLAY	我想开我要唱一个<ALBUM_NAME>兰</ALBUM_NAME>
放一个	music	MUSIC_GENERAL_PLAY	放<MUSIC_NAME>一个</MUSIC_NAME>
这一个抓泥鳅的歌	music	MUSIC_GENERAL_PLAY	这一个<MUSIC_NAME>抓泥鳅</MUSIC_NAME>的歌
艾薇儿唱首歌曲	music	MUSIC_GENERAL_PLAY	<SINGER>艾薇儿</SINGER>唱首歌曲
妈妈我的好妈妈	music	MUSIC_GENERAL_PLAY	妈妈<MUSIC_NAME>我的好妈妈</MUSIC_NAME>
播放薛之谦的你还要我要怎样	music	MUSIC_GENERAL_PLAY	播放<SINGER>薛之谦</SINGER>的<MUSIC_NAME>你还要我要怎样</MUSIC_NAME>
播放一百种孤独的理由	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>一百种孤独的理由</MUSIC_NAME>
播放一首葫芦娃儿歌	music	MUSIC_GENERAL_PLAY	播放一首<MUSIC_NAME>葫芦娃</MUSIC_NAME><MOVIE_TV_MUSIC_TYPE>儿歌</MOVIE_TV_MUSIC_TYPE>
放首路边的野花不要采	music	MUSIC_GENERAL_PLAY	放首<MUSIC_NAME>路边的野花不要采</MUSIC_NAME>
我想听儿歌讲故事	music	MUSIC_GENERAL_PLAY	我想听<MUSIC_NAME>儿歌</MUSIC_NAME><MUSIC_NAME>讲故事</MUSIC_NAME>
海滩	music	MUSIC_GENERAL_PLAY	
我想听刘建东农民工我的好兄弟	music	MUSIC_GENERAL_PLAY	我想听<SINGER>刘建东</SINGER><MUSIC_NAME>农民工我的好兄弟</MUSIC_NAME>
播放因你而在	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>因你而在</MUSIC_NAME>
播放那英的山不转水转	music	MUSIC_GENERAL_PLAY	播放<SINGER>那英</SINGER>的<MUSIC_NAME>山不转水转</MUSIC_NAME>
放一首吴亦凡唱的天地	music	MUSIC_GENERAL_PLAY	放一首<SINGER>吴亦凡</SINGER>唱的<MUSIC_NAME>天地</MUSIC_NAME>
乱舞春秋	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>乱舞春秋</MUSIC_NAME>
那个播放逆战	music	MUSIC_GENERAL_PLAY	那个播放<MUSIC_NAME>逆战</MUSIC_NAME>
梦播放我的未来不是梦	music	MUSIC_GENERAL_PLAY	梦播放<MUSIC_NAME>我的未来不是梦</MUSIC_NAME>
少先队之歌	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>少先队队歌</MUSIC_NAME>
听莫斯科没有眼泪	music	MUSIC_GENERAL_PLAY	听<MUSIC_NAME>莫斯科没有眼泪</MUSIC_NAME>
看清水	chat		
唱真的爱你这首歌	music	MUSIC_GENERAL_PLAY	唱<MUSIC_NAME>真的爱你</MUSIC_NAME>这首歌
伤感情歌	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>伤感情歌</MUSIC_NAME>
播放空空如也66	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>空空如也</MUSIC_NAME>
杨宗纬张碧晨凉凉	music	MUSIC_GENERAL_PLAY	<SINGER>杨宗纬</SINGER><SINGER>张碧晨</SINGER><MUSIC_NAME>凉凉</MUSIC_NAME>
请问请播放乌兰图雅菲菲唱	music	MUSIC_GENERAL_PLAY	请问请播放<SINGER>乌兰图雅</SINGER><MUSIC_NAME>菲菲</MUSIC_NAME>唱
唱个歌儿儿歌	music	MUSIC_GENERAL_PLAY	唱个歌儿<MUSIC_TAG>儿歌</MUSIC_TAG>
当流行音乐	music	MUSIC_GENERAL_PLAY	当<MUSIC_TAG>流行</MUSIC_TAG>音乐
关闭关机十秒	home_command	TurnOff	
我想听听手册	music	MUSIC_GENERAL_PLAY	我想听听<MUSIC_NAME>手册</MUSIC_NAME>
爱播放刚刚好	music	MUSIC_GENERAL_PLAY	爱播放<MUSIC_NAME>刚刚好</MUSIC_NAME>
唱一个欢快点的歌	music	MUSIC_GENERAL_PLAY	唱一个<MUSIC_TAG>欢快</MUSIC_TAG>点的歌
给我放一首beyond的歌	music	MUSIC_GENERAL_PLAY	给我放一首<SINGER>beyond</SINGER>的歌
来一首刘德华的笨小孩	music	MUSIC_GENERAL_PLAY	来一首<SINGER>刘德华</SINGER>的<MUSIC_NAME>笨小孩</MUSIC_NAME>
听听周杰伦的歌	music	MUSIC_GENERAL_PLAY	听听<SINGER>周杰伦</SINGER>的歌
播放赵雷唱的成都	music	MUSIC_GENERAL_PLAY	
放一首我听过你的歌	music	MUSIC_GENERAL_PLAY	放一首<MUSIC_NAME>我听过你的歌</MUSIC_NAME>
唱一首卓依婷的童	music	MUSIC_GENERAL_PLAY	唱一首<SINGER>卓依婷</SINGER>的童
来一首大声一点	music	MUSIC_GENERAL_PLAY	来一首<MUSIC_NAME>大声一点</MUSIC_NAME>
蒋依依	music	MUSIC_GENERAL_PLAY	<SINGER>蒋依依</SINGER>
放段音乐	music	MUSIC_GENERAL_PLAY	
找一下童年	music	MUSIC_GENERAL_PLAY	找一下<MUSIC_NAME>童年</MUSIC_NAME>
黑猫警长歌曲唱歌儿歌	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>黑猫警长</MUSIC_NAME>歌曲唱歌<MUSIC_TAG>儿歌</MUSIC_TAG>
不过吧	chat		
播放阿胶	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>阿刁</MUSIC_NAME>
水悠悠	music	MUSIC_GENERAL_PLAY	
艾米	music	MUSIC_GENERAL_PLAY	<SINGER>艾米</SINGER>
嗯我想听吧拉拉小魔仙彩灵宝	video		嗯我想听<VIDEO_NAME>巴拉拉小魔仙彩灵宝</VIDEO_NAME>
放歌吧	music	MUSIC_GENERAL_PLAY	
176	chat		
嗯地点	music	MUSIC_GENERAL_PLAY	嗯<MUSIC_NAME>地点</MUSIC_NAME>
嗯轻音乐	music	MUSIC_GENERAL_PLAY	嗯<MUSIC_TAG>轻音乐</MUSIC_TAG>
寸草心	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>寸草心</MUSIC_NAME>
赶着去上班能干嘛呢	chat		
讲小苹果	music	MUSIC_GENERAL_PLAY	讲<MUSIC_NAME>小苹果</MUSIC_NAME>
我在梦里	music	MUSIC_GENERAL_PLAY	我<MUSIC_NAME>在梦里</MUSIC_NAME>
唱少儿歌曲	music	MUSIC_GENERAL_PLAY	唱<MUSIC_TAG>少儿</MUSIC_TAG>歌曲
唱一首新歌的歌	music	MUSIC_GENERAL_PLAY	
仙剑问情	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>仙剑问情</MUSIC_NAME>
饶舌歌手	music	MUSIC_GENERAL_PLAY	<MUSIC_TAG>饶舌</MUSIC_TAG>歌手
那个菠萝菠萝蜜	music	MUSIC_GENERAL_PLAY	那个<MUSIC_NAME>菠萝菠萝蜜</MUSIC_NAME>
天气太热了怎么办	chat		
明天你好明天你好	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>明天你好</MUSIC_NAME>
放一首山外小楼夜听雨	music	MUSIC_GENERAL_PLAY	放一首<MUSIC_NAME>山外小楼夜听雨</MUSIC_NAME>
权志龙唱的歌	music	MUSIC_GENERAL_PLAY	<SINGER>权志龙</SINGER>唱的歌
放首曹操	music	MUSIC_GENERAL_PLAY	放首<MUSIC_NAME>曹操</MUSIC_NAME>
放音乐吧	music	MUSIC_GENERAL_PLAY	
给我播放葫芦娃	music	MUSIC_GENERAL_PLAY	给我播放<MUSIC_NAME>葫芦娃</MUSIC_NAME>
我要听班得瑞的音乐	music	MUSIC_GENERAL_PLAY	我要听<SINGER>班得瑞</SINGER>的音乐
嗯播放音乐刀郎	music	MUSIC_GENERAL_PLAY	嗯播放音乐<SINGER>刀郎</SINGER>
我想听嗯王莉唱的我爱你中国	music	MUSIC_GENERAL_PLAY	我想听嗯<SINGER>王莉</SINGER>唱的<MUSIC_NAME>我爱你中国</MUSIC_NAME>
学习儿歌	chat		
播放播放白龙马	music	MUSIC_GENERAL_PLAY	播放播放<MUSIC_NAME>白龙马</MUSIC_NAME>
播放起床起床歌	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>起床歌</MUSIC_NAME>
打开如意叔重	home_command	TurnOn	
唱一首上学歌	music	MUSIC_GENERAL_PLAY	
来一首遇见你	music	MUSIC_GENERAL_PLAY	来一首<MUSIC_NAME>遇见你</MUSIC_NAME>
放狮子王的插曲	music	MUSIC_GENERAL_PLAY	放<MOVIE_TV_MUSIC_TYPE>狮子王</MOVIE_TV_MUSIC_TYPE>的<MOVIE_TV_NAME>插曲</MOVIE_TV_NAME>
唱首儿歌吧数鸭子	music	MUSIC_GENERAL_PLAY	唱首<MUSIC_TAG>儿歌</MUSIC_TAG>吧<MUSIC_NAME>数鸭子</MUSIC_NAME>
播放赛尔号	video	VIDEO_PLAY	播放<VIDEO_NAME>赛尔号</VIDEO_NAME>
哦使你	chat		
那唱一首李志	music	MUSIC_GENERAL_PLAY	那唱一首<MUSIC_NAME>励志</MUSIC_NAME>
唱歌来听	music	MUSIC_GENERAL_PLAY	
mylove不要	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>mylove</MUSIC_NAME>不要
周杰伦安周华健	music	MUSIC_GENERAL_PLAY	<SINGER>周杰伦</SINGER><SINGER>安</SINGER><SINGER>周华健</SINGER>
嗯薛之谦刚刚好	music	MUSIC_GENERAL_PLAY	嗯<SINGER>薛之谦</SINGER><MUSIC_NAME>刚刚好</MUSIC_NAME>
播放郭心雨三只熊	music	MUSIC_GENERAL_PLAY	播放<SINGER>郭心雨</SINGER><MUSIC_NAME>三只熊</MUSIC_NAME>
古筝曲子	music	MUSIC_GENERAL_PLAY	<MUSIC_TAG>古筝</MUSIC_TAG>曲子
放首歌吧大梦想家	music	MUSIC_GENERAL_PLAY	放首歌吧<MUSIC_NAME>大梦想家</MUSIC_NAME>
阿雕唱	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>阿刁</MUSIC_NAME>唱
高安黑鸭子	music	MUSIC_GENERAL_PLAY	<SINGER>高安</SINGER><SINGER>黑鸭子</SINGER>
唱首情人迷	music	MUSIC_GENERAL_PLAY	唱首<MUSIC_NAME>情人迷</MUSIC_NAME>
哎哟我去	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>哎哟我去</MUSIC_NAME>
手牵手的约定	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>手牵手的约定</MUSIC_NAME>
播放桀骜	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>桀骜</MUSIC_NAME>
帮我已经到	chat		
请帮我亲吻	chat		
迟志强的狱中望月	music	MUSIC_GENERAL_PLAY	<SINGER>迟志强</SINGER>的<MUSIC_NAME>狱中望月</MUSIC_NAME>
你需要吗	chat		
陈雪华谢谢你的爱	music	MUSIC_GENERAL_PLAY	<SINGER>陈雪华</SINGER><MUSIC_NAME>谢谢你的爱</MUSIC_NAME>
播放儿歌火车在飞	music	MUSIC_GENERAL_PLAY	播放<MUSIC_TAG>儿歌</MUSIC_TAG><MUSIC_NAME>火车在飞</MUSIC_NAME>
放一首你怎么舍得我难过	music	MUSIC_GENERAL_PLAY	放一首<MUSIC_NAME>你怎么舍得我难过</MUSIC_NAME>
我要听这个是你	music	MUSIC_GENERAL_PLAY	我要听<MUSIC_NAME>这个是你</MUSIC_NAME>
嗯八戒	music	MUSIC_GENERAL_PLAY	嗯<MUSIC_NAME>八戒</MUSIC_NAME>
